siren,dateCreationEtablissement,denominationUniteLegale,isOnePerson,X,Y
343185096,1987-12-01,EUROP TRADING MARKET,False,48.9273364,2.350990636
343264776,1988-01-01,AZUR DEPANNAGE,False,48.92793535,2.3632480685
430474833,1988-01-01,,True,48.907376314,2.3613645119
179301312,1988-01-16,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
331298349,1988-03-01,,True,48.943031535,2.3725540863
344256078,1988-04-01,,True,48.933181061,2.3502087733
327326104,1988-05-24,DICONNEX,False,48.933733026,2.3771530956
347822041,1988-07-01,,True,48.941370345,2.3713618722
349931816,1988-09-01,,True,48.924269045,2.3683668962
344736863,1988-09-01,ADCOM,False,48.918130614,2.3411792119
179301312,1988-12-16,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
378238521,1989-01-01,HUISSIERS DE JUSTICE DE SEINE ST DENIS,False,48.938331786,2.3543805253
350423141,1989-01-02,DAX PUBLICITE,False,48.948754882,2.3577283946
350436028,1989-03-15,DUBBING BROTHERS,False,48.91146754,2.3646641027
350054748,1989-04-17,LES MARRONNIERS,False,48.94166998,2.3727684584
342114311,1989-06-01,SEGEPAP,False,48.947390724,2.3621155961
351645080,1989-06-27,SCI LAURENT,False,48.931148971,2.3586118106
351584693,1989-07-18,SNC DECOLETAGE MECANIQUE PRECISION,False,48.923064089,2.3683345784
351906706,1989-07-29,,True,48.933512164,2.3555688755
352565535,1989-10-02,SCI DAVY,False,48.942984362,2.3691007194
335161352,1989-11-20,LUSO NET,False,48.918757879,2.3430465861
353676190,1990-01-01,,True,48.923848728,2.3684036593
353337801,1990-02-05,LYS,False,48.936549644,2.3560131005
348915687,1990-06-25,COMEPA,False,48.914942908,2.3458827458
332518778,1990-07-01,,True,48.935843326,2.355942674
332518778,1990-07-01,,True,48.935843326,2.355942674
352387443,1990-07-20,,True,48.937369697,2.3791745902
350418083,1990-08-16,,True,48.917645203,2.3663950439
392640488,1990-10-03,CTRE INFORM MONTAGE AUDIOVISUEL DU 93,False,48.933190295,2.3550814852
381277482,1990-11-05,ASS COMPAGNIE DE DANSE DU CRATERE,False,48.93602845,2.3672129143
380399253,1990-11-25,SCI FAV,False,48.915353834,2.3564500403
380718536,1990-12-01,FOUDOUSSIA,False,48.916469549,2.366514424
380665596,1991-01-04,MANUTRA SECURITE,False,48.903733968,2.3627061094
381489178,1991-04-01,PAPETERIE D'AUBERVILLIERS,False,48.93850703,2.3536081738
381489178,1991-04-02,PAPETERIE D'AUBERVILLIERS,False,48.93850703,2.3536081738
381322304,1991-04-02,,True,48.936341861,2.3505876699
381581230,1991-04-05,CIME,False,48.937788719,2.3561547424
339671190,1991-06-01,FRANCAISE DE FOUNITURES ET SERVICES,False,48.936506001,2.376761303
382550218,1991-07-01,TRANSPHARM EXPRESS,False,48.91641549,2.3650681707
382845626,1991-07-01,SMJ PARK ' IN,False,48.933433257,2.3509122549
382551281,1991-08-22,SAVACO,False,48.934320995,2.3429505123
382600260,1991-09-06,INFORMATIQUE EXPERT,False,48.933433257,2.3509122549
179301312,1991-10-01,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
383276789,1991-10-11,BOTEX FRANCE,False,48.903733968,2.3627061094
384464665,1992-02-05,,True,48.935972127,2.3666457558
388454456,1992-02-24,,True,48.924693779,2.3679059263
326627429,1992-02-28,COMITE SOCIAL ET ECONOMIQUE,False,48.929335053,2.3416056494
377810098,1992-03-01,AZ DECORS,False,48.917961553,2.3661865117
342434958,1992-05-15,ALEXANDRA DIFFUSION,False,48.926484499,2.3408908278
343329819,1992-05-18,,True,48.939814617,2.3739443478
306927393,1992-06-02,CAIXA GERAL DE DEPOSITOS,False,48.933929306,2.3557124883
381413186,1992-06-26,EUROP STAR PRESTIGE,False,48.923896832,2.3734207722
352308894,1992-09-22,SOC CONSTRUCT IMMOBIL BECASSE REPUBLIQUE,False,48.920431889,2.3451918976
352892780,1992-09-22,SOC AMENAGEMENT EQUIPEMENT SITES URBAINS,False,48.920431889,2.3451918976
388803926,1992-09-24,SCI POMA DA SILVA,False,48.931473255,2.3666606705
378512347,1992-09-24,,True,48.933935711,2.355398469
352200711,1992-10-01,SOC POUR LA GESTION PERFORMANTE D ENTREP,False,48.920431889,2.3451918976
380013417,1992-10-01,ARTEMISE INVESTISSEMENTS ET TRANSACTIONS,False,48.920549249,2.3456859096
382600229,1992-11-01,,True,48.928937925,2.3622080853
389323528,1992-11-15,,True,48.924982186,2.3691353107
385156526,1992-11-26,SERVICES 2002,False,48.937863891,2.348431666
775734833,1993-01-01,SERVICE MEDICAL GIRD,False,48.9395814,2.3565824917
390368397,1993-01-18,LC DIFFUSION,False,48.927389499,2.3404566886
385242425,1993-01-29,SOC GARAGE INSTALLATION REPAR ENT EXPLOI,False,48.91526656,2.3544529939
388954273,1993-02-01,LES COUPONS DE SAINT PIERRE,False,48.936174317,2.3566224487
390167773,1993-02-16,SARL SARA,False,48.93413314,2.3429023813
572165462,1993-04-05,SOC COMMERCIALE IMMOBILIERE DU HAVRE,False,48.923941129,2.3741189611
572197820,1993-04-05,SOC COMMERCIALE IMMOBILIERE ROUEN,False,48.923941129,2.3741189611
582047148,1993-04-05,SATEL,False,48.923941129,2.3741189611
582069217,1993-04-05,COMPAGNIE COMMERCIALE MARITIME,False,48.923941129,2.3741189611
642040273,1993-04-05,SOC FRANCO AFRICAINE IMMOBILIERE COMMERC,False,48.923941129,2.3741189611
384419255,1993-04-06,SEP AGENCEMENT,False,48.913097338,2.3623092935
269300778,1993-04-26,CENTRE DEPARTEMENTAL SIMONE DELTHIL,False,48.931101721,2.3486179033
387853294,1993-04-28,NICKEL,False,48.915777416,2.3603645443
353400468,1993-06-29,RICA,False,48.914942908,2.3458827458
391658671,1993-07-01,,True,48.941946053,2.3583257732
391964558,1993-08-02,CMF,False,48.912697597,2.360739948
393185251,1993-09-08,SOCIETE ANNA,False,48.937369697,2.3791745902
388531238,1993-09-20,EURO MAISONS,False,48.927389499,2.3404566886
392411138,1993-09-20,GOLDEN RECORDS,False,48.903733968,2.3627061094
392349759,1993-10-01,,True,48.949759237,2.353637488
326686797,1993-11-08,SOCIETE CIVILE DE PARTICIPATIONS VAIRON,False,48.923941129,2.3741189611
393570072,1993-11-26,,True,48.916469549,2.366514424
393529607,1994-01-05,,True,48.916469549,2.366514424
343428843,1994-02-01,,True,48.927389499,2.3404566886
394214803,1994-02-01,SOC EXPLOIT JEUX APPAREILS AUTOMAT,False,48.924174679,2.3684123945
381413186,1994-02-24,EUROP STAR PRESTIGE,False,48.923896832,2.3734207722
397565060,1994-03-01,SOGESTA AMBULANCES DENYS,False,48.938831227,2.3740943298
332624832,1994-03-09,,True,48.93637562,2.3525722625
394819684,1994-04-26,D2PACK COMMUNICATION,False,48.912845698,2.3594745552
395332075,1994-05-01,IMPRESSIONS SERGE DELESALLE,False,48.934205048,2.3769083031
411517592,1994-06-18,,True,48.928291913,2.3660456543
397869892,1994-07-12,,True,48.923982301,2.3675392784
389516113,1994-07-29,EAM CENTER,False,48.915777416,2.3603645443
398116590,1994-08-29,COMPAGNIE ALARME TELEPHONE HORODATEUR ET SONORISATION,False,48.929884861,2.3531447905
398429647,1994-09-01,ABA,False,48.915600892,2.3621880152
398087239,1994-09-01,EAST COAST DISTRIBUTION,False,48.938456544,2.3525849944
389794744,1994-10-01,AMI TELEPHONIE,False,48.916150231,2.3424672569
398832741,1994-11-01,SANEM STADE DE FRANCE,False,48.913709452,2.3563485308
398915447,1994-11-01,SARL PARA CLAUDIE,False,48.914942908,2.3458827458
398827923,1994-11-15,MJ,False,48.937096661,2.3510580586
399375849,1994-12-10,ODRA,False,48.933952796,2.3557326718
337642235,1994-12-31,,True,48.936084606,2.3473482905
582047148,1995-01-01,SATEL,False,48.923941129,2.3741189611
315278994,1995-01-01,CPF FRANCE - COPIE PUBLICATION FACONNAGE,False,48.9273364,2.350990636
400226221,1995-01-02,ASS PROMOTION ENTREPRISES SEINE ST DENIS,False,48.913709452,2.3563485308
398149708,1995-02-14,SARL DES ARTISTES,False,48.911030019,2.357630462
398915447,1995-02-21,SARL PARA CLAUDIE,False,48.914942908,2.3458827458
399375849,1995-03-16,ODRA,False,48.933952796,2.3557326718
339671190,1995-04-03,FRANCAISE DE FOUNITURES ET SERVICES,False,48.936506001,2.376761303
391206729,1995-04-14,BIONOR,False,48.940233789,2.3557546662
397869892,1995-05-15,,True,48.923982301,2.3675392784
387853294,1995-07-01,NICKEL,False,48.915777416,2.3603645443
401696604,1995-07-06,KHILI,False,48.914907581,2.3443064208
395245848,1995-08-15,AMEER LEATHER INTERNATIONAL,False,48.913709452,2.3563485308
389323528,1995-09-01,,True,48.924982186,2.3691353107
392640488,1995-10-01,CTRE INFORM MONTAGE AUDIOVISUEL DU 93,False,48.933190295,2.3550814852
391879582,1995-10-30,GRILL ST DENIS,False,48.936376826,2.3657655781
403908080,1995-11-13,,True,48.936962674,2.3596026727
562094425,1995-12-08,ARCELORMITTAL FRANCE,False,48.918900744,2.351093388
402747786,1995-12-11,COPEM-EBM,False,48.91234573,2.361960214
404332470,1995-12-13,INSTITUT DE L ECOLOGIE EN MILIEU URBAIN,False,48.93423607,2.3533279176
404332470,1995-12-13,INSTITUT DE L ECOLOGIE EN MILIEU URBAIN,False,48.93423607,2.3533279176
038804738,1995-12-25,SYND COPROP DU 10 RUE HENRI MURGER,False,48.915962749,2.3664209858
403248123,1995-12-26,J.I.B.,False,48.933952796,2.3557326718
408881894,1996-01-01,,True,48.923848728,2.3684036593
418218194,1996-01-01,SYND COPRO DU 14 RUE B. PALISSY,False,48.923671562,2.3677886989
403419013,1996-01-11,GOD LIGHT AGENCY,False,48.925164455,2.3496360775
399027390,1996-02-01,SARL ROGER TEXTILE,False,48.92826373,2.365818075
403796162,1996-02-01,SEGEDIF,False,48.91234573,2.361960214
343382248,1996-03-01,SPECTA-LUX L.G.,False,48.933733026,2.3771530956
405407081,1996-05-15,SARL SANTEX,False,48.92347376,2.3685984472
398952515,1996-06-01,,True,48.930707859,2.3566804957
407834936,1996-06-17,PLAFOND LASER,False,48.933952796,2.3557326718
397869892,1996-07-15,,True,48.923982301,2.3675392784
341363372,1996-07-24,CONSEIL ET DEVELOPPEMENT EN IMMOBILIER,False,48.936341861,2.3505876699
381228436,1996-08-01,,True,48.927305183,2.3666868413
408675379,1996-08-01,ADF RESTAURATION,False,48.904044437,2.3646238807
400091211,1996-09-01,,True,48.92793535,2.3632480685
405407081,1996-10-01,SARL SANTEX,False,48.92347376,2.3685984472
407489715,1996-10-02,CD BATIMENT,False,48.941478905,2.3865874594
409850328,1996-11-18,DISTRIAL,False,48.945026006,2.3761481983
403218407,1996-11-21,Z.A. COM LIMITED,False,48.924982186,2.3691353107
381413186,1996-11-25,EUROP STAR PRESTIGE,False,48.923896832,2.3734207722
394601587,1996-12-01,,True,48.94111473,2.3519020994
411078132,1996-12-07,ABDEL RAHMAN AHMED MOHAMED ET COMPAGNIE,False,48.933773612,2.3786311229
410463194,1996-12-11,RCMG,False,48.933952796,2.3557326718
399117720,1996-12-31,,True,48.93476425,2.3482033624
404909947,1997-02-15,OLI BATIMENT,False,48.935381543,2.3498632432
318733110,1997-03-07,SALONS FRANCIA,False,48.941623162,2.3726719604
411503246,1997-03-25,FRACAM INTER,False,48.915321069,2.3663305562
404937179,1997-04-01,,True,48.936143365,2.3562174222
414622068,1997-05-16,SOCIETE CIVILE HM,False,48.924080925,2.3719449568
412628802,1997-06-01,ROYAL AUTO SERVICES,False,48.922888184,2.367958838
399117654,1997-06-01,ASSOCIATION ARTH,False,48.915777416,2.3603645443
381796028,1997-07-01,,True,48.936637867,2.354859925
418062477,1997-07-15,,True,48.916483759,2.3571947287
394819684,1997-07-29,D2PACK COMMUNICATION,False,48.912845698,2.3594745552
413654484,1997-08-06,,True,48.938667795,2.3599542111
327047189,1997-08-18,SCIA KAYAN,False,48.923982301,2.3675392784
410872063,1997-09-20,SCI HENRI MURGER,False,48.917645203,2.3663950439
412983355,1997-09-22,BATI ESPACE,False,48.923593632,2.3683247382
414348623,1997-10-01,SYNESTHESIE MMAINTENANT,False,48.932273663,2.3504547355
409521770,1997-10-02,,True,48.936782766,2.3602500011
414072934,1997-10-13,,True,48.940301781,2.357011922
775725419,1997-11-05,DARRAS ET JOUANIN,False,48.919473152,2.3420085269
414504357,1997-11-13,,True,48.931782565,2.3558537258
341451466,1997-11-15,SARL RODEO DRIVE PRODUCTION,False,48.903733968,2.3627061094
411078132,1997-12-31,ABDEL RAHMAN AHMED MOHAMED ET COMPAGNIE,False,48.933773612,2.3786311229
392385175,1998-01-01,SILVER LINE,False,48.936182691,2.3569596405
402401954,1998-01-02,IMAGE VIDEO SERVICES,False,48.914145358,2.3623882786
417589587,1998-01-02,LA BIENVENUE,False,48.924301763,2.3682272994
417668266,1998-01-02,PRAXSYS,False,48.924982186,2.3691353107
401160585,1998-03-14,EVE CADEAUX,False,48.935340498,2.3560695648
418054193,1998-03-16,MAGDY,False,48.916622167,2.3639186492
410837868,1998-04-01,PAK TEXTILES,False,48.937096661,2.3510580586
404532855,1998-04-01,ACE,False,48.945875238,2.3671840393
413856659,1998-04-27,FOF NORD DE FRANCE,False,48.940048648,2.3650955845
392385175,1998-05-01,SILVER LINE,False,48.936182691,2.3569596405
393528997,1998-05-22,,True,48.936025968,2.3583396932
401320445,1998-06-15,SARL JULIA,False,48.936914022,2.3515408295
419346531,1998-07-01,NORMACK,False,48.935828715,2.3550651557
392349759,1998-07-01,,True,48.949759237,2.353637488
412896912,1998-07-05,F22,False,48.915350849,2.3636353693
419217500,1998-07-21,JOLI PRIX,False,48.936914022,2.3515408295
329441406,1998-07-31,CIE DE LOCATION ET DEPANNAGE VIDEO,False,48.915776507,2.3565673439
384250460,1998-08-01,,True,48.916208616,2.3545933125
419819206,1998-08-10,SCI JAPHA,False,48.939207788,2.3805573319
409135738,1998-08-25,WSM,False,48.936341861,2.3505876699
404404642,1998-09-04,LARROSA ELECTRICITE,False,48.947390724,2.3621155961
420789109,1998-10-01,BARAKUDA,False,48.929240566,2.3438242932
398479410,1998-10-01,ALPHA CONCEPT SECURITE,False,48.947390724,2.3621155961
403184484,1998-10-01,A C E I AUTOMATISMES CONN ELEC INFORMATI,False,48.947390724,2.3621155961
421064296,1998-11-17,TAXIS PARIS MARAIS,False,48.903012148,2.3602877231
421039942,1998-12-05,,True,48.923185441,2.3676936195
418398913,1998-12-28,,True,48.917219344,2.3627419587
411986730,1999-01-01,ANZA,False,48.93863768,2.3728342348
353730690,1999-01-01,,True,48.937794044,2.3756900007
421297714,1999-01-21,SCI DES MUGUETS,False,48.924313818,2.3681258921
421835083,1999-01-29,GUST DISTRIBUTION,False,48.93283232,2.3503751462
393697081,1999-02-22,CANAL H,False,48.913264705,2.3632403652
415327774,1999-04-01,,True,48.917687757,2.3401259411
420524043,1999-04-15,INTER-TECH,False,48.936699889,2.357533248
422821017,1999-04-22,SCI FRANCK IMMO,False,48.942229125,2.3581202353
418062477,1999-05-01,,True,48.916483759,2.3571947287
423076934,1999-05-25,SCI DU 6 R ALBERT WALTER,False,48.923670246,2.3684429452
404937179,1999-06-01,,True,48.936143365,2.3562174222
423266089,1999-06-16,OWA FRANCE SAS,False,48.925490437,2.3542898459
424090322,1999-07-21,D C M,False,48.923941129,2.3741189611
412983355,1999-08-26,BATI ESPACE,False,48.923593632,2.3683247382
390905669,1999-09-01,F I M DENTAIRE,False,48.948834237,2.3556743414
424174878,1999-09-15,IMAGE LOCAL MULTIMEDIA,False,48.923869791,2.3480569328
380089326,1999-10-01,DISTRIB APPLICAT FLUIDE FOURNIT INDUSTR,False,48.941025161,2.3762081964
420929523,1999-10-01,PRE BAT,False,48.936712372,2.3483519022
420524043,1999-10-01,INTER-TECH,False,48.936699889,2.357533248
424696375,1999-11-18,,True,48.915962749,2.3664209858
433811593,2000-01-01,,True,48.940714293,2.3468679641
378238521,2000-01-01,HUISSIERS DE JUSTICE DE SEINE ST DENIS,False,48.938331786,2.3543805253
422318840,2000-01-03,SARL JUST AFFAIRES,False,48.936341861,2.3505876699
422351148,2000-01-20,BEHEST YIELD SOCIETY,False,48.925594357,2.3700283411
429204043,2000-02-01,KKN,False,48.915350849,2.3636353693
407703594,2000-02-01,FRANCO SHOES,False,48.942229125,2.3581202353
351982236,2000-02-01,,True,48.911101611,2.3624970594
338171218,2000-02-07,THEATRANS,False,48.942747941,2.3405465822
424784411,2000-03-14,SPEM,False,48.938610153,2.3614383513
430458125,2000-03-22,LOURDY S COIFFURE,False,48.943857928,2.3568168304
401889530,2000-04-01,MUSIQUES EN SCENE,False,48.911382399,2.3576029186
430108316,2000-04-02,,True,48.926484499,2.3408908278
429923287,2000-04-03,,True,48.938798073,2.3487138673
411986730,2000-04-19,ANZA,False,48.93863768,2.3728342348
431267434,2000-05-03,SARL ELECTRA FRANCE,False,48.916951237,2.3450278785
432080158,2000-05-24,SCI PALISSY,False,48.923848728,2.3684036593
341295921,2000-07-01,,True,48.937090591,2.3710563617
387561335,2000-07-11,PROGRESS IMAGE,False,48.903733968,2.3627061094
430395574,2000-07-20,VITAL SIGNS,False,48.923401371,2.3680192007
432261550,2000-08-07,,True,48.926484499,2.3408908278
351350715,2000-09-01,,True,48.934340223,2.3526976457
421469479,2000-10-01,SOC EXPLOITATION HOTELS SUITES,False,48.901722304,2.3595885066
419984588,2000-10-05,ASPEN MARKETING,False,48.940356912,2.3441821964
433561271,2000-12-01,,True,48.93655068,2.3690923418
321018194,2000-12-15,LABORATOIRES ESCARIUS,False,48.931343778,2.3558659831
179301312,2000-12-25,DIRECTION TERRITORIALE PROTECTION JUDICIAIRE JEUNESSE SEINE ST DENIS,False,48.94210538,2.3574481871
400226221,2001-01-01,ASS PROMOTION ENTREPRISES SEINE ST DENIS,False,48.913709452,2.3563485308
415036656,2001-01-01,BLOOPER,False,48.903733968,2.3627061094
380018796,2001-01-01,,True,48.936286304,2.3553720718
411517592,2001-01-01,,True,48.928291913,2.3660456543
423478163,2001-01-02,N G BAT,False,48.938610153,2.3614383513
434092292,2001-01-02,EDOUARD,False,48.938966855,2.3473558103
434171005,2001-01-02,EUROCOMMERCE,False,48.93712756,2.3537809298
382229870,2001-01-09,BOXER,False,48.93737808,2.3559657153
381413186,2001-01-31,EUROP STAR PRESTIGE,False,48.923896832,2.3734207722
311954457,2001-02-01,,True,48.911051079,2.3586574258
423250844,2001-02-01,AFTER SHOW,False,48.903733968,2.3627061094
435371828,2001-02-01,R.K. TRANSPORTS,False,48.927389499,2.3404566886
424090322,2001-02-09,D C M,False,48.923941129,2.3741189611
417741147,2001-03-01,TNP,False,48.94166998,2.3727684584
422386904,2001-03-06,NOO ELEMENTZ,False,48.938610153,2.3614383513
435203278,2001-03-15,SCI BLINKY PALERMO,False,48.917317976,2.3665195151
435100961,2001-03-16,ID CONCEPT,False,48.937701085,2.357755672
435022249,2001-03-19,J.A.G.,False,48.90231328,2.3602180107
671040913,2001-04-01,,True,48.938520402,2.3542536892
437922669,2001-05-17,WINNER PROD,False,48.921306904,2.3620785015
429917016,2001-05-17,,True,48.937758068,2.3479893476
692016231,2001-06-01,ROXER GAS AUTOMOTIVE SYSTEMS,False,48.927389499,2.3404566886
402822019,2001-06-06,ATALIAN MAINTENANCE & ENERGY,False,48.903733968,2.3627061094
435269667,2001-06-14,SEVEN,False,48.934227193,2.3557538429
438665671,2001-07-12,FIG WOOD BAT,False,48.928025076,2.3645483076
428277214,2001-07-31,FASTE CONSTRUCTION,False,48.944451392,2.3462825873
439322603,2001-08-20,INFINI MEDIAS DISTRIB,False,48.934793188,2.3558178124
582105516,2001-09-01,SOCIETE GESTION CLINIQUES CHIRURGICALES,False,48.92968612,2.3552813338
413468026,2001-10-15,AFRIQUE EXOTIQUE SARL,False,48.934972395,2.3487254547
306927393,2001-10-31,CAIXA GERAL DE DEPOSITOS,False,48.933929306,2.3557124883
421118159,2001-11-01,LASTONE,False,48.904773526,2.3581332994
439810920,2001-11-01,CARBAT FRANCE,False,48.931646213,2.357458212
439818741,2001-11-01,,True,48.932267776,2.3425309357
439469032,2001-11-03,,True,48.923774533,2.3673630297
439951468,2001-11-05,MAXI TRANSPHARM EXPRESS,False,48.914239176,2.3573766342
439804006,2001-11-09,,True,48.918766435,2.3398748293
432020881,2001-11-09,,True,48.940233789,2.3557546662
440693000,2001-11-14,SARL ALBATROS,False,48.914757849,2.3573347539
404332470,2001-11-15,INSTITUT DE L ECOLOGIE EN MILIEU URBAIN,False,48.93423607,2.3533279176
440148278,2001-11-19,,True,48.917645203,2.3663950439
437795750,2001-12-20,,True,48.919110953,2.3449698562
054804067,2001-12-31,MANUTRA,False,48.903733968,2.3627061094
440312007,2002-01-01,HONG FENG,False,48.926706561,2.3749319857
440835205,2002-01-01,,True,48.924301763,2.3682272994
413856659,2002-01-01,FOF NORD DE FRANCE,False,48.940048648,2.3650955845
424704153,2002-01-01,ART DECO,False,48.938610153,2.3614383513
432261550,2002-01-01,,True,48.926484499,2.3408908278
440429363,2002-01-03,,True,48.927754204,2.3635136905
389317983,2002-01-24,,True,48.938504482,2.3779049061
440696649,2002-01-28,,True,48.910759732,2.3593685671
424280121,2002-02-01,NOSI,False,48.906926713,2.3580098857
